name,warehouse_amount,warehouse_cost,category,start_amount_20221,start_cost_20221,plus_amount_20221,plus_cost_20221,minus_amount_2021,minus_cost_20221,end_amount_20221,end_cost_20221,Code,Measure,start_amount_20222,start_cost_20222,plus_amount_20222,plus_cost_20222,minus_amount_20222,minus_cost_20222,end_amount_20222,end_cost_20222,start_amount_20223,start_cost_20223,plus_amount_20223,plus_cost_20223,minus_amount_2023,minus_cost_20223,end_amount_20223,end_cost_20223,start_amount_20224,start_cost_20224,plus_amount_20224,plus_cost_20224,minus_amount_2024,minus_cost_20224,end_amount_20224,end_cost_20224
Саморезы универсальные оцинкованные 3,500,1170.0,105.36,1000.0,2340.0,0.0,0.0,0.0,0.0,1000.0,2340.0,02-000000001362,шт,1000.0,2340.0,0.0,0.0,0.0,0.0,1000.0,2340.0,1000.0,2340.0,0.0,0.0,0.0,0.0,1000.0,2340.0,1000.0,2340.0,0.0,0.0,500.0,1170.0,500.0,1170.0
Сверло HSS 361 мм по металлу,3,175.35,105.36,3.0,175.35,0.0,0.0,0.0,0.0,3.0,175.35,02-000000001359,шт,3.0,175.35,0.0,0.0,0.0,0.0,3.0,175.35,3.0,175.35,0.0,0.0,0.0,0.0,3.0,175.35,3.0,175.35,0.0,0.0,0.0,0.0,3.0,175.35
Сверло по кафелю и стеклу Курс 6 мм,11,973.61,105.36,12.0,1062.12,0.0,0.0,0.0,0.0,12.0,1062.12,02-000000001046,шт,12.0,1062.12,0.0,0.0,0.0,0.0,12.0,1062.12,12.0,1062.12,0.0,0.0,0.0,0.0,12.0,1062.12,12.0,1062.12,0.0,0.0,1.0,88.51,11.0,973.61
Сверло по металлу HSSCO 357039 mm,4,249.84,105.36,4.0,249.84,0.0,0.0,0.0,0.0,4.0,249.84,02-000000001358,к-т,4.0,249.84,0.0,0.0,0.0,0.0,4.0,249.84,4.0,249.84,0.0,0.0,0.0,0.0,4.0,249.84,4.0,249.84,0.0,0.0,0.0,0.0,4.0,249.84
Сверло по металлу HSSCo 4580 мм Dexter Pro,8,601.2,105.36,8.0,601.2,0.0,0.0,0.0,0.0,8.0,601.2,02-000000001360,шт,8.0,601.2,0.0,0.0,0.0,0.0,8.0,601.2,8.0,601.2,0.0,0.0,0.0,0.0,8.0,601.2,8.0,601.2,0.0,0.0,0.0,0.0,8.0,601.2
Сверло спиральное HSS 6093mm MP 10,4,367.4,105.36,4.0,367.4,0.0,0.0,0.0,0.0,4.0,367.4,02-000000001361,шт,4.0,367.4,0.0,0.0,0.0,0.0,4.0,367.4,4.0,367.4,0.0,0.0,0.0,0.0,4.0,367.4,4.0,367.4,0.0,0.0,0.0,0.0,4.0,367.4
Светильник настольный ЭРА NLED446,95,102167.75,21.36,99.0,106469.55,0.0,0.0,0.0,0.0,99.0,106469.55,02-0000000017,ед,99.0,106469.55,0.0,0.0,0.0,0.0,99.0,106469.55,99.0,106469.55,0.0,0.0,0.0,0.0,99.0,106469.55,99.0,106469.55,0.0,0.0,4.0,4301.8,95.0,102167.75
Светильник настольный Эра NLED450 белый,24,35760.0,21.36,24.0,35760.0,0.0,0.0,0.0,0.0,24.0,35760.0,02-0000000017,ед,24.0,35760.0,0.0,0.0,0.0,0.0,24.0,35760.0,24.0,35760.0,0.0,0.0,0.0,0.0,24.0,35760.0,24.0,35760.0,0.0,0.0,0.0,0.0,24.0,35760.0
Сейф AIKO TM120T мебельный,1,9230.83,21.36,1.0,9230.83,0.0,0.0,0.0,0.0,1.0,9230.83,02-0000000017,ед,1.0,9230.83,0.0,0.0,0.0,0.0,1.0,9230.83,1.0,9230.83,0.0,0.0,0.0,0.0,1.0,9230.83,1.0,9230.83,0.0,0.0,0.0,0.0,1.0,9230.83
Сейф VALBERG,1,63093.08,101.36,1.0,84500.0,0.0,0.0,0.0,0.0,1.0,84500.0,02-0000000017,ед,1.0,84500.0,0.0,0.0,0.0,0.0,1.0,84500.0,1.0,84500.0,0.0,0.0,0.0,0.0,1.0,84500.0,1.0,84500.0,0.0,0.0,0.0,0.0,1.0,84500.0
Сейф VALBERG  FRS67TCLFRS73TCL,1,0.0,101.36,1.0,27177.17,0.0,0.0,0.0,0.0,1.0,27177.17,02-0000000017,ед,1.0,27177.17,0.0,0.0,0.0,0.0,1.0,27177.17,1.0,27177.17,0.0,0.0,0.0,0.0,1.0,27177.17,1.0,27177.17,0.0,0.0,0.0,0.0,1.0,27177.17
Сейф VALBERG  GARANT67T,1,0.0,101.36,1.0,38522.87,0.0,0.0,0.0,0.0,1.0,38522.87,02-0000000017,ед,1.0,38522.87,0.0,0.0,0.0,0.0,1.0,38522.87,1.0,38522.87,0.0,0.0,0.0,0.0,1.0,38522.87,1.0,38522.87,0.0,0.0,0.0,0.0,1.0,38522.87
Сейф VALBERG  КАРАТ67 Т,1,0.0,101.36,1.0,30884.73,0.0,0.0,0.0,0.0,1.0,30884.73,02-0000000017,ед,1.0,30884.73,0.0,0.0,0.0,0.0,1.0,30884.73,1.0,30884.73,0.0,0.0,0.0,0.0,1.0,30884.73,1.0,30884.73,0.0,0.0,0.0,0.0,1.0,30884.73
Сейф VALBERG ASM 120 T офисный 1200х550х390 мм с трейзером,1,0.0,101.38,1.0,35254.35,0.0,0.0,0.0,0.0,1.0,35254.35,02-0000000017,ед,1.0,35254.35,0.0,0.0,0.0,0.0,1.0,35254.35,1.0,35254.35,0.0,0.0,0.0,0.0,1.0,35254.35,1.0,35254.35,0.0,0.0,0.0,0.0,1.0,35254.35
Сейф VALBERG ASM120TEL,1,0.0,101.36,1.0,27464.62,0.0,0.0,0.0,0.0,1.0,27464.62,02-0000000017,ед,1.0,27464.62,0.0,0.0,0.0,0.0,1.0,27464.62,1.0,27464.62,0.0,0.0,0.0,0.0,1.0,27464.62,1.0,27464.62,0.0,0.0,0.0,0.0,1.0,27464.62
Сейф VALBERG ASM30 EL электроный замок Арт 58166,1,0.0,101.36,1.0,10599.4,0.0,0.0,0.0,0.0,1.0,10599.4,02-0000000017,ед,1.0,10599.4,0.0,0.0,0.0,0.0,1.0,10599.4,1.0,10599.4,0.0,0.0,0.0,0.0,1.0,10599.4,1.0,10599.4,0.0,0.0,0.0,0.0,1.0,10599.4
Сейф VALBERG ASM63TEL,1,0.0,101.36,1.0,16605.5,0.0,0.0,0.0,0.0,1.0,16605.5,02-0000000017,ед,1.0,16605.5,0.0,0.0,0.0,0.0,1.0,16605.5,1.0,16605.5,0.0,0.0,0.0,0.0,1.0,16605.5,1.0,16605.5,0.0,0.0,0.0,0.0,1.0,16605.5
Сейф VALBERG FRS51 KL 490х430х430 мм,1,0.0,101.36,1.0,15322.0,0.0,0.0,0.0,0.0,1.0,15322.0,02-0000000017,ед,1.0,15322.0,0.0,0.0,0.0,0.0,1.0,15322.0,1.0,15322.0,0.0,0.0,0.0,0.0,1.0,15322.0,1.0,15322.0,0.0,0.0,0.0,0.0,1.0,15322.0
Сейф VALBERG FRS51 KLKL,3,0.0,101.36,3.0,39600.0,0.0,0.0,0.0,0.0,3.0,39600.0,02-0000000017,ед,3.0,39600.0,0.0,0.0,0.0,0.0,3.0,39600.0,3.0,39600.0,0.0,0.0,0.0,0.0,3.0,39600.0,3.0,39600.0,0.0,0.0,0.0,0.0,3.0,39600.0
Сейф Valberg ASM63TEL,3,0.0,101.36,3.0,42080.16,0.0,0.0,0.0,0.0,3.0,42080.16,02-0000000017,ед,3.0,42080.16,0.0,0.0,0.0,0.0,3.0,42080.16,3.0,42080.16,0.0,0.0,0.0,0.0,3.0,42080.16,3.0,42080.16,0.0,0.0,0.0,0.0,3.0,42080.16
Сейф Valberg BM 1993KL страна производитель Россия,1,0.0,101.36,1.0,57200.0,0.0,0.0,0.0,0.0,1.0,57200.0,02-0000000017,ед,1.0,57200.0,0.0,0.0,0.0,0.0,1.0,57200.0,1.0,57200.0,0.0,0.0,0.0,0.0,1.0,57200.0,1.0,57200.0,0.0,0.0,0.0,0.0,1.0,57200.0
Сейф Valberq,1,0.0,101.36,1.0,37240.0,0.0,0.0,0.0,0.0,1.0,37240.0,02-0000000017,ед,1.0,37240.0,0.0,0.0,0.0,0.0,1.0,37240.0,1.0,37240.0,0.0,0.0,0.0,0.0,1.0,37240.0,1.0,37240.0,0.0,0.0,0.0,0.0,1.0,37240.0
Сейф мебельный Valberg ASM30 EL электронный замок,4,0.0,101.36,3.0,30195.63,0.0,0.0,0.0,0.0,3.0,30195.63,02-0000000017,ед,3.0,30195.63,0.0,0.0,0.0,0.0,3.0,30195.63,3.0,30195.63,0.0,0.0,0.0,0.0,3.0,30195.63,3.0,30195.63,1.0,12723.3,0.0,0.0,4.0,42918.93
Сейф мебельный Сейф AIKO TM120T2 мебельный,1,0.0,101.36,1.0,10417.5,0.0,0.0,0.0,0.0,1.0,10417.5,02-0000000017,ед,1.0,10417.5,0.0,0.0,0.0,0.0,1.0,10417.5,1.0,10417.5,0.0,0.0,0.0,0.0,1.0,10417.5,1.0,10417.5,0.0,0.0,0.0,0.0,1.0,10417.5
Сейф мебельный Сейф AIKO TM30 EL мебельный,2,12844.24,21.36,1.0,5547.94,0.0,0.0,0.0,0.0,1.0,5547.94,02-0000000017,ед,1.0,5547.94,0.0,0.0,0.0,0.0,1.0,5547.94,1.0,5547.94,0.0,0.0,0.0,0.0,1.0,5547.94,1.0,5547.94,2.0,14592.6,1.0,7296.3,2.0,12844.24
Сейф мебельный Сейф AIKO TM90T EL мебельный,2,16640.96,21.36,2.0,16640.96,0.0,0.0,0.0,0.0,2.0,16640.96,02-0000000017,ед,2.0,16640.96,0.0,0.0,0.0,0.0,2.0,16640.96,2.0,16640.96,0.0,0.0,0.0,0.0,2.0,16640.96,2.0,16640.96,0.0,0.0,0.0,0.0,2.0,16640.96
Сейф офисный AIKO TM90T EL мебельный,2,16868.6,21.36,2.0,16868.6,0.0,0.0,0.0,0.0,2.0,16868.6,02-0000000017,ед,2.0,16868.6,0.0,0.0,0.0,0.0,2.0,16868.6,2.0,16868.6,0.0,0.0,0.0,0.0,2.0,16868.6,2.0,16868.6,0.0,0.0,0.0,0.0,2.0,16868.6
Секция одноместная Evolution экокожа ArtVision 117 бежевый 537463,1,0.0,101.36,1.0,12654.0,0.0,0.0,0.0,0.0,1.0,12654.0,02-0000000017,ед,1.0,12654.0,0.0,0.0,0.0,0.0,1.0,12654.0,1.0,12654.0,0.0,0.0,0.0,0.0,1.0,12654.0,1.0,12654.0,0.0,0.0,0.0,0.0,1.0,12654.0
Сенсорный спрейдозатор дезинфицирующего средства в картриджах MERIDA HARMONY ABSпластика Артикул DHB403,22,63800.0,21.36,22.0,63800.0,0.0,0.0,0.0,0.0,22.0,63800.0,02-0000000017,ед,22.0,63800.0,0.0,0.0,0.0,0.0,22.0,63800.0,22.0,63800.0,0.0,0.0,0.0,0.0,22.0,63800.0,22.0,63800.0,0.0,0.0,0.0,0.0,22.0,63800.0
Сервисная тумба,2,0.0,101.36,2.0,39916.0,0.0,0.0,0.0,0.0,2.0,39916.0,02-0000000017,ед,2.0,39916.0,0.0,0.0,0.0,0.0,2.0,39916.0,2.0,39916.0,0.0,0.0,0.0,0.0,2.0,39916.0,2.0,39916.0,0.0,0.0,0.0,0.0,2.0,39916.0
Сетевой фильтр Defender DFS 153,25,6065.0,105.36,36.0,8733.6,0.0,0.0,0.0,0.0,36.0,8733.6,02-000000001397,шт,36.0,8733.6,0.0,0.0,2.0,485.2,34.0,8248.4,34.0,8248.4,0.0,0.0,3.0,727.8,31.0,7520.6,31.0,7520.6,0.0,0.0,6.0,1455.6,25.0,6065.0
Сетевой фильтр Defender DFS 6056роз5м10А220Дж,56,21670.32,105.36,86.0,33279.42,0.0,0.0,0.0,0.0,86.0,33279.42,02-000000001395,шт,86.0,33279.42,0.0,0.0,0.0,0.0,86.0,33279.42,86.0,33279.42,0.0,0.0,17.0,6578.49,69.0,26700.93,69.0,26700.93,0.0,0.0,13.0,5030.61,56.0,21670.32
Сетевой фильтр PILOTS6роз5м10Ф80ДЖ,40,29348.0,105.36,48.0,35217.6,0.0,0.0,1.0,733.7,47.0,34483.9,02-000000001405,шт,47.0,34483.9,0.0,0.0,0.0,0.0,47.0,34483.9,47.0,34483.9,0.0,0.0,0.0,0.0,47.0,34483.9,47.0,34483.9,0.0,0.0,7.0,5135.9,40.0,29348.0
Сетевой фильтр PILOTS6роз7м10А80Дж,32,27213.12,105.36,33.0,28063.53,0.0,0.0,0.0,0.0,33.0,28063.53,02-000000001396,шт,33.0,28063.53,0.0,0.0,1.0,850.41,32.0,27213.12,32.0,27213.12,0.0,0.0,0.0,0.0,32.0,27213.12,32.0,27213.12,0.0,0.0,0.0,0.0,32.0,27213.12
Силиконовая смазка 400 мл Akfix YA14,2,691.2,105.36,0.0,0.0,7.0,2419.2,0.0,0.0,7.0,2419.2,02-000000002973,шт,7.0,2419.2,0.0,0.0,0.0,0.0,7.0,2419.2,7.0,2419.2,0.0,0.0,5.0,1728.0,2.0,691.2,2.0,691.2,0.0,0.0,0.0,0.0,2.0,691.2
Силиконовый герметик,6,1017.0,105.36,6.0,1017.0,0.0,0.0,0.0,0.0,6.0,1017.0,02-000000001387,шт,6.0,1017.0,0.0,0.0,0.0,0.0,6.0,1017.0,6.0,1017.0,0.0,0.0,0.0,0.0,6.0,1017.0,6.0,1017.0,0.0,0.0,0.0,0.0,6.0,1017.0
Система ВОЛС Нижний Сусальный переулок дом 5,1,0.0,101.34,1.0,150401.22,0.0,0.0,0.0,0.0,1.0,150401.22,02-0000000017,ед,1.0,150401.22,0.0,0.0,0.0,0.0,1.0,150401.22,1.0,150401.22,0.0,0.0,0.0,0.0,1.0,150401.22,1.0,150401.22,0.0,0.0,0.0,0.0,1.0,150401.22
Система СКС Нижний Сусальный переулок дом 5,1,0.0,101.34,1.0,445635.16,0.0,0.0,0.0,0.0,1.0,445635.16,02-0000000017,ед,1.0,445635.16,0.0,0.0,0.0,0.0,1.0,445635.16,1.0,445635.16,0.0,0.0,0.0,0.0,1.0,445635.16,1.0,445635.16,0.0,0.0,0.0,0.0,1.0,445635.16
Система СКУД,3,894523.39,101.34,3.0,1269821.0,0.0,0.0,0.0,0.0,3.0,1269821.0,02-0000000017,ед,3.0,1269821.0,0.0,0.0,0.0,0.0,3.0,1269821.0,3.0,1269821.0,0.0,0.0,0.0,0.0,3.0,1269821.0,3.0,1269821.0,0.0,0.0,0.0,0.0,3.0,1269821.0
Система СКУД Кожевнеческая ул,1,106718.43,101.34,1.0,190731.0,0.0,0.0,0.0,0.0,1.0,190731.0,02-0000000017,ед,1.0,190731.0,0.0,0.0,0.0,0.0,1.0,190731.0,1.0,190731.0,0.0,0.0,0.0,0.0,1.0,190731.0,1.0,190731.0,0.0,0.0,0.0,0.0,1.0,190731.0
Система СКУД Нижний Сусальный пер,3,253177.1,101.34,3.0,500434.18,0.0,0.0,0.0,0.0,3.0,500434.18,02-0000000017,ед,3.0,500434.18,0.0,0.0,0.0,0.0,3.0,500434.18,3.0,500434.18,0.0,0.0,0.0,0.0,3.0,500434.18,3.0,500434.18,0.0,0.0,0.0,0.0,3.0,500434.18
Система СКУД Нижний Сусальный переулок,1,105852.0,101.34,1.0,105852.0,0.0,0.0,0.0,0.0,1.0,105852.0,02-0000000017,ед,1.0,105852.0,0.0,0.0,0.0,0.0,1.0,105852.0,1.0,105852.0,0.0,0.0,0.0,0.0,1.0,105852.0,1.0,105852.0,0.0,0.0,0.0,0.0,1.0,105852.0
Система СКУД Пресненская наб д6 стр2 этаж 6,1,354590.25,101.34,1.0,431675.1,0.0,0.0,0.0,0.0,1.0,431675.1,02-0000000017,ед,1.0,431675.1,0.0,0.0,0.0,0.0,1.0,431675.1,1.0,431675.1,0.0,0.0,0.0,0.0,1.0,431675.1,1.0,431675.1,0.0,0.0,0.0,0.0,1.0,431675.1
Система СКУД Яковоапостольский пер,6,274881.88,101.34,2.0,137872.41999999998,0.0,0.0,0.0,0.0,2.0,137872.41999999998,02-0000000017,ед,2.0,137872.41999999998,0.0,0.0,0.0,0.0,2.0,137872.41999999998,2.0,137872.41999999998,4.0,448201.0,0.0,0.0,6.0,586073.42,6.0,586073.42,0.0,0.0,0.0,0.0,6.0,586073.42
Система СКУД Яковоапостольский переулок,1,145740.59,101.34,1.0,197906.0,0.0,0.0,0.0,0.0,1.0,197906.0,02-0000000017,ед,1.0,197906.0,0.0,0.0,0.0,0.0,1.0,197906.0,1.0,197906.0,0.0,0.0,0.0,0.0,1.0,197906.0,1.0,197906.0,0.0,18809.0,0.0,0.0,1.0,216715.0
Система автоматической пожарной сигнализации,2,137449.95,101.34,2.0,173076.09,0.0,0.0,0.0,0.0,2.0,173076.09,02-0000000017,ед,2.0,173076.09,0.0,0.0,0.0,0.0,2.0,173076.09,2.0,173076.09,0.0,0.0,0.0,0.0,2.0,173076.09,2.0,173076.09,0.0,0.0,0.0,0.0,2.0,173076.09
Система вентиляции и кондиционирования,1,123025.07,101.34,1.0,177867.58,0.0,0.0,0.0,0.0,1.0,177867.58,02-0000000017,ед,1.0,177867.58,0.0,0.0,0.0,0.0,1.0,177867.58,1.0,177867.58,0.0,0.0,0.0,0.0,1.0,177867.58,1.0,177867.58,0.0,0.0,0.0,0.0,1.0,177867.58
Система видеонаблюдения Пресненская наб д6 стр2 этаж 6,1,482899.0,101.34,1.0,587877.1,0.0,0.0,0.0,0.0,1.0,587877.1,02-0000000017,ед,1.0,587877.1,0.0,0.0,0.0,0.0,1.0,587877.1,1.0,587877.1,0.0,0.0,0.0,0.0,1.0,587877.1,1.0,587877.1,0.0,0.0,0.0,0.0,1.0,587877.1
Складная стремянка KrauseSafety 4 ступ с полочкой арт 128942,4,15030.4,21.36,4.0,15030.4,0.0,0.0,0.0,0.0,4.0,15030.4,02-0000000017,ед,4.0,15030.4,0.0,0.0,0.0,0.0,4.0,15030.4,4.0,15030.4,0.0,0.0,0.0,0.0,4.0,15030.4,4.0,15030.4,0.0,0.0,0.0,0.0,4.0,15030.4
Складная тележка FFS,4,24278.0,21.36,4.0,24278.0,0.0,0.0,0.0,0.0,4.0,24278.0,02-0000000017,ед,4.0,24278.0,0.0,0.0,0.0,0.0,4.0,24278.0,4.0,24278.0,0.0,0.0,0.0,0.0,4.0,24278.0,4.0,24278.0,0.0,0.0,0.0,0.0,4.0,24278.0
Складная тележка FFS 1070207025031900503741,14,72777.59999999999,21.36,14.0,72777.59999999999,0.0,0.0,0.0,0.0,14.0,72777.59999999999,02-0000000017,ед,14.0,72777.59999999999,0.0,0.0,0.0,0.0,14.0,72777.59999999999,14.0,72777.59999999999,0.0,0.0,0.0,0.0,14.0,72777.59999999999,14.0,72777.59999999999,0.0,0.0,0.0,0.0,14.0,72777.59999999999
Сменное жало держатель для бит Dexter,1,321.75,105.36,1.0,321.75,0.0,0.0,0.0,0.0,1.0,321.75,02-000000002142,шт,1.0,321.75,0.0,0.0,0.0,0.0,1.0,321.75,1.0,321.75,0.0,0.0,0.0,0.0,1.0,321.75,1.0,321.75,0.0,0.0,0.0,0.0,1.0,321.75
Соединительная клемма 221415,13,724.36,105.36,29.0,1615.88,0.0,0.0,0.0,0.0,29.0,1615.88,02-000000001334,шт,29.0,1615.88,0.0,0.0,16.0,891.52,13.0,724.36,13.0,724.36,0.0,0.0,0.0,0.0,13.0,724.36,13.0,724.36,0.0,0.0,0.0,0.0,13.0,724.36
Спецзаказ Вешалка напольная на колсах М 13 109х74х184 укомплектована набором вешалое  плечиков пластмассовых размер 4850 из 15 штук,8,29113.68,21.36,8.0,29113.68,0.0,0.0,0.0,0.0,8.0,29113.68,02-0000000017,ед,8.0,29113.68,0.0,0.0,0.0,0.0,8.0,29113.68,8.0,29113.68,0.0,0.0,0.0,0.0,8.0,29113.68,8.0,29113.68,0.0,0.0,0.0,0.0,8.0,29113.68
Станция паяльная термовоздушная ELEMENT 878D,1,0.0,101.36,1.0,4480.0,0.0,0.0,0.0,0.0,1.0,4480.0,02-0000000017,ед,1.0,4480.0,0.0,0.0,0.0,0.0,1.0,4480.0,1.0,4480.0,0.0,0.0,0.0,0.0,1.0,4480.0,1.0,4480.0,0.0,0.0,0.0,0.0,1.0,4480.0
Станция рабочая,2,0.0,101.36,2.0,29937.08,0.0,0.0,0.0,0.0,2.0,29937.08,02-0000000017,ед,2.0,29937.08,0.0,0.0,0.0,0.0,2.0,29937.08,2.0,29937.08,0.0,0.0,0.0,0.0,2.0,29937.08,2.0,29937.08,0.0,0.0,0.0,0.0,2.0,29937.08
Станция рабочая Артикул пктнаср160х158х75 на 2 рабочих места,6,0.0,101.36,6.0,89811.24,0.0,0.0,0.0,0.0,6.0,89811.24,02-0000000017,ед,6.0,89811.24,0.0,0.0,0.0,0.0,6.0,89811.24,6.0,89811.24,0.0,0.0,0.0,0.0,6.0,89811.24,6.0,89811.24,0.0,0.0,0.0,0.0,6.0,89811.24
Станция рабочая на два рабочих места друг напротив друга,50,623625.0,21.36,50.0,623625.0,0.0,0.0,0.0,0.0,50.0,623625.0,02-0000000017,ед,50.0,623625.0,0.0,0.0,0.0,0.0,50.0,623625.0,50.0,623625.0,0.0,0.0,0.0,0.0,50.0,623625.0,50.0,623625.0,0.0,0.0,0.0,0.0,50.0,623625.0
Станция рабочая на два рабочих места друг напротив друга с экраном,29,0.0,101.36,30.0,439597.5,0.0,0.0,0.0,0.0,30.0,439597.5,02-0000000017,ед,30.0,439597.5,0.0,0.0,0.0,0.0,30.0,439597.5,30.0,439597.5,0.0,0.0,0.0,0.0,30.0,439597.5,30.0,439597.5,0.0,0.0,1.0,14653.25,29.0,424944.25
Станция рабочая на металлоопорах на два рабочих места друг напротив друга,80,228018.0,101.36,80.0,812354.0,0.0,0.0,0.0,0.0,80.0,812354.0,02-0000000017,ед,80.0,812354.0,0.0,0.0,0.0,0.0,80.0,812354.0,80.0,812354.0,0.0,0.0,0.0,0.0,80.0,812354.0,80.0,812354.0,0.0,0.0,0.0,0.0,80.0,812354.0
Станция рабочая на металлоопорах с экраном на два рабочих места,34,0.0,101.36,34.0,580889.66,0.0,0.0,0.0,0.0,34.0,580889.66,02-0000000017,ед,34.0,580889.66,0.0,0.0,0.0,0.0,34.0,580889.66,34.0,580889.66,0.0,0.0,0.0,0.0,34.0,580889.66,34.0,580889.66,0.0,0.0,0.0,0.0,34.0,580889.66
Станция рабочая с экраном на металлоопорах на два рабочих места,37,0.0,101.36,37.0,528545.0,0.0,0.0,0.0,0.0,37.0,528545.0,02-0000000017,ед,37.0,528545.0,0.0,0.0,0.0,0.0,37.0,528545.0,37.0,528545.0,0.0,0.0,0.0,0.0,37.0,528545.0,37.0,528545.0,0.0,0.0,0.0,0.0,37.0,528545.0
Стекло для пожарного шкафа ТОИРМ,2,79.0,105.36,2.0,79.0,0.0,0.0,0.0,0.0,2.0,79.0,02-000000002011,шт,2.0,79.0,0.0,0.0,0.0,0.0,2.0,79.0,2.0,79.0,0.0,0.0,0.0,0.0,2.0,79.0,2.0,79.0,0.0,0.0,0.0,0.0,2.0,79.0
Стеллаж СТ150 2000х1000х400 6 полок,6,0.0,101.36,6.0,67298.94,0.0,0.0,0.0,0.0,6.0,67298.94,02-0000000017,ед,6.0,67298.94,0.0,0.0,0.0,0.0,6.0,67298.94,6.0,67298.94,0.0,0.0,0.0,0.0,6.0,67298.94,6.0,67298.94,0.0,0.0,0.0,0.0,6.0,67298.94
Стеллаж СТ150 2000х1000х600 5 полок,6,0.0,101.36,6.0,73278.0,0.0,0.0,0.0,0.0,6.0,73278.0,02-0000000017,ед,6.0,73278.0,0.0,0.0,0.0,0.0,6.0,73278.0,6.0,73278.0,0.0,0.0,0.0,0.0,6.0,73278.0,6.0,73278.0,0.0,0.0,0.0,0.0,6.0,73278.0
Стеллаж металлический 5 полок,14,0.0,101.36,14.0,97957.02,0.0,0.0,0.0,0.0,14.0,97957.02,02-0000000017,ед,14.0,97957.02,0.0,0.0,0.0,0.0,14.0,97957.02,14.0,97957.02,0.0,0.0,0.0,0.0,14.0,97957.02,14.0,97957.02,0.0,0.0,0.0,0.0,14.0,97957.02
Стеллаж металлический 6 полок,8,0.0,101.36,8.0,39561.6,0.0,0.0,0.0,0.0,8.0,39561.6,02-0000000017,ед,8.0,39561.6,0.0,0.0,0.0,0.0,8.0,39561.6,8.0,39561.6,0.0,0.0,0.0,0.0,8.0,39561.6,8.0,39561.6,0.0,0.0,0.0,0.0,8.0,39561.6
Стеллаж металлический УНИВЕРСАЛ в2000ш1000r400мм,24,91856.64,21.36,24.0,91856.64,0.0,0.0,0.0,0.0,24.0,91856.64,02-0000000017,ед,24.0,91856.64,0.0,0.0,0.0,0.0,24.0,91856.64,24.0,91856.64,0.0,0.0,0.0,0.0,24.0,91856.64,24.0,91856.64,0.0,0.0,0.0,0.0,24.0,91856.64
Стойка ресепшн Geradom GD1302,1,0.0,101.36,1.0,120000.0,0.0,0.0,0.0,0.0,1.0,120000.0,02-0000000017,ед,1.0,120000.0,0.0,0.0,0.0,0.0,1.0,120000.0,1.0,120000.0,0.0,0.0,0.0,0.0,1.0,120000.0,1.0,120000.0,0.0,0.0,0.0,0.0,1.0,120000.0
Стойка ресепшн NEXT 6027х1012х1100 венгеметаллик,1,62851.25,101.36,1.0,210490.0,0.0,0.0,0.0,0.0,1.0,210490.0,02-0000000017,ед,1.0,210490.0,0.0,0.0,0.0,0.0,1.0,210490.0,1.0,210490.0,0.0,0.0,0.0,0.0,1.0,210490.0,1.0,210490.0,0.0,0.0,0.0,0.0,1.0,210490.0
Стол URO100,5,46083.549999999996,21.36,5.0,46083.55,0.0,0.0,0.0,0.0,5.0,46083.55,02-0000000017,ед,5.0,46083.55,0.0,0.0,0.0,0.0,5.0,46083.55,5.0,46083.55,0.0,0.0,0.0,0.0,5.0,46083.55,5.0,46083.55,0.0,0.0,0.0,0.0,5.0,46083.55
Стол URO120,3,24720.899999999998,21.36,3.0,24720.9,0.0,0.0,0.0,0.0,3.0,24720.9,02-0000000017,ед,3.0,24720.9,0.0,0.0,0.0,0.0,3.0,24720.9,3.0,24720.9,0.0,0.0,0.0,0.0,3.0,24720.9,3.0,24720.9,0.0,0.0,0.0,0.0,3.0,24720.9
Стол в приемную,2,0.0,101.36,2.0,11313.84,0.0,0.0,0.0,0.0,2.0,11313.84,02-0000000017,ед,2.0,11313.84,0.0,0.0,0.0,0.0,2.0,11313.84,2.0,11313.84,0.0,0.0,0.0,0.0,2.0,11313.84,2.0,11313.84,0.0,0.0,0.0,0.0,2.0,11313.84
Стол в прямой высокий 70 х 60 см,13,0.0,101.36,13.0,96704.40000000001,0.0,0.0,0.0,0.0,13.0,96704.40000000001,02-0000000017,ед,13.0,96704.40000000001,0.0,0.0,0.0,0.0,13.0,96704.40000000001,13.0,96704.40000000001,0.0,0.0,0.0,0.0,13.0,96704.40000000001,13.0,96704.40000000001,0.0,0.0,0.0,0.0,13.0,96704.40000000001
Стол для конференций,3,0.0,101.36,3.0,59366.94,0.0,0.0,0.0,0.0,3.0,59366.94,02-0000000017,ед,3.0,59366.94,0.0,0.0,0.0,0.0,3.0,59366.94,3.0,59366.94,0.0,0.0,0.0,0.0,3.0,59366.94,3.0,59366.94,0.0,0.0,0.0,0.0,3.0,59366.94
Стол для переговоров,22,5898.8,101.36,22.0,287917.1,0.0,0.0,0.0,0.0,22.0,287917.1,02-0000000017,ед,22.0,287917.1,0.0,0.0,0.0,0.0,22.0,287917.1,22.0,287917.1,0.0,0.0,0.0,0.0,22.0,287917.1,22.0,287917.1,0.0,0.0,0.0,0.0,22.0,287917.1
