Name,Params,Price,Category,KPGZ Code,KPGZ,SPGZ Code,SPGZ
Изготовление полиграфической продукции: Брелок-ретрактор,"['Вес', 'Вид работ', 'Изготавливается под бренд заказчика', 'Материал', 'Размер', 'Цвет изделия']",NULL,Работы по изготовлению полиграфической продукции...,02.17.04.08,РАБОТЫ ПО ИЗГОТОВЛЕНИЮ ПОЛИГРАФИЧЕСКОЙ ПРОДУКЦИИ,NULL,NULL
Изготовление полиграфической продукции: Ручка с логотипом,"['Вид работ', 'Материал корпуса', 'Размер', 'Цвет изделия', 'Цветность печати']",NULL,Работы по изготовлению полиграфической продукции...,02.17.04.08,РАБОТЫ ПО ИЗГОТОВЛЕНИЮ ПОЛИГРАФИЧЕСКОЙ ПРОДУКЦИИ,NULL,NULL
Изготовление полиграфической продукции: пакет,"['Вид нанесения логотипа', 'Вид работ', 'Изготавливается под бренд заказчика', 'Материал', 'Размер', 'Цветность печати']",NULL,Работы по изготовлению полиграфической продукции...,02.17.04.08,РАБОТЫ ПО ИЗГОТОВЛЕНИЮ ПОЛИГРАФИЧЕСКОЙ ПРОДУКЦИИ,NULL,NULL
Изготовление полиграфической продукции: Папка адресная с логотипом,"['Вид работ', 'Материал', 'Размер', 'Формат', 'Цвет']",NULL,Работы по изготовлению полиграфической продукции...,02.17.04.08,РАБОТЫ ПО ИЗГОТОВЛЕНИЮ ПОЛИГРАФИЧЕСКОЙ ПРОДУКЦИИ,NULL,NULL
Уборка,"['Влажная уборка', 'Сухая уборка', 'Вынос мусора', 'Благоустройство цветников (поливка, удобрение, посадка, посыпка грунта, прополка)', 'Уборка', 'Комплексная уборка']",NULL,"Санитарное содержание и уборка территорий, прилегающих к нежилым зданиям",03.08.01.01.05.03,"САНИТАРНОЕ СОДЕРЖАНИЕ И УБОРКА ТЕРРИТОРИЙ, ПРИЛЕГАЮЩИХ К НЕЖИЛЫМ ЗДАНИЯМ",NULL,NULL
Предоставление доступа к информационному ресурсу СПАРК (3 доступа),"['Информация по юридическим лицам и индивидуальным предпринимателях, зарегистрированных на территории российской федерации и других стран, указанных на сайте ресурса', 'Кол-во подключений к информационному ресурсу спарк', 'Место предоставления доступа к информационному ресурсу', 'Наличие свидетельства о регистрации средства массовой информации - сетевое издание']",NULL,Услуги информационных агентств,03.15.06,УСЛУГИ ИНФОРМАЦИОННЫХ АГЕНТСТВ,NULL,NULL
Изготовление информационных табличек (комплект),"['Вид работ', 'Корректировка / Доработка макета по требованию заказчика', 'Допечатная подготовка', 'Упаковка', 'Толщина пвх', 'Материал названий', 'Ширина', 'Высота']",NULL,Изготовление информационных панелей,02.17.05.06,ИЗГОТОВЛЕНИЕ ИНФОРМАЦИОННЫХ ПАНЕЛЕЙ,NULL,NULL
Грузоперевозки,"['Вес', 'Грузоподъемность транспорта до 3 тонн', 'Длина кузова', 'Доставка по Москве']",NULL,Перевозка (доставка) грузов прочая,03.32.06,ПЕРЕВОЗКА (ДОСТАВКА) ГРУЗОВ ПРОЧАЯ,NULL,NULL
"Сейф мебельный Сейф AIKO TM-90Т EL мебельный, электр.замок","['В собранном виде', 'Вес изделия', 'Внутренние размеры', 'Возможность крепления к полу или стене', 'Высота', 'Гарантийный срок', 'Глубина', 'Количество полок', 'Наличие в салоне', 'Ширина', 'Тип замка', 'С трейзером', 'Серия', 'С аварийным ключом', 'Цвет']",NULL,Сейфы прочие,01.16.17.02,СЕЙФЫ ПРОЧИЕ,NULL,NULL
Сейф мебельный Valberg ASM-30 EL (электронный замок),"['Внутренние размеры', 'Высота', 'Глубина', 'Количество полок', 'С аварийным ключом', 'С трейзером', 'Тип замка', 'Ширина']",17530.00,Сейфы прочие,01.16.17.02,СЕЙФЫ ПРОЧИЕ,NULL,NULL
