Quarter,Category,Code,Name,Measure,Start Amount,Start Cost,Flow In Amount,Flow In Cost,Flow Out Amount,Flow Out Cost,End Amount,End Cost
20222,105.36,02-000000003179,"Блок самоклеящийся (стикер) BRAUBERG, 76х76 мм, 100 л., желтый",упак,,,500.0,19800.0,500.0,19800.0,,
20222,105.36,02-000000003181,"Блок самоклеящийся (стикеры) BRAUBERG, пастельный, 76х76 мм, 100 листов голубой",упак,,,400.0,15840.0,400.0,15840.0,,
20222,105.36,02-000000003178,"Блокнот А5 (146х205мм) ,80л.гребень,картон жесткая подложка ,клетка,BRAUBERG ""Стильный"".129818",шт,,,250.0,17820.0,250.0,17820.0,,
20222,105.36,02-000000003120,"Бумага  офисная ф. А4, 80 г/м2, 500 л. в пачке",пач,840.0,478800.0,,,535.0,304950.0,305.0,173850.0
20222,105.36,02-000000003125,"Бумага COLOR COPY, А3, 200г/м2, 250л, для полноцветной лазерной печати А++, 161% (CIE)",шт,,,15.0,55890.0,15.0,55890.0,,
20222,105.36,02-000000003124,"Бумага COLOR COPY, А4, 220г/м2, 250л, для полноцветной лазерной печати А++, 161% (CIE)",шт,,,15.0,30705.0,15.0,30705.0,,
20222,105.36,02-000000001220,"Бумага для офисной техники IQ Allround А3, класса В+, 80 г/м2, 500л.",упак,100.0,44284.69,,,15.0,6642.7,85.0,37641.99
20222,105.36,02-000000003126,"Бумага для плоттеров 914 мм * 45,7 м * втулка 50,8 мм, универсальная Albeo InkJet.Z80-36-1",рул,,,10.0,12000.0,10.0,12000.0,,
20222,105.36,02-000000001381,Бур 12*560,шт,1.0,417.5,,,,,1.0,417.5
20222,105.36,02-000000002961,Бур по бетону Gigant 6х110 SDS Plus,шт,5.0,348.8,,,,,5.0,348.8
20222,105.36,02-000000002966,Валик STAYER PROFI NYLON 0316-24,шт,2.0,803.52,,,,,2.0,803.52
20222,105.36,02-000000002965,Валик для водных красок Dexter 250 мм,шт,6.0,1062.72,,,,,6.0,1062.72
20222,105.36,02-000000001368,Валик малярный с ручкой 250мм,к-т,1.0,208.75,,,,,1.0,208.75
20222,105.36,02-000000002968,Валик СИБРТЕХ ВЕЛЮР 801326*36*100мм,шт,2.0,216.0,,,,,2.0,216.0
20222,105.36,02-000000001365,Ванночка для краски,шт,6.0,400.8,,,,,6.0,400.8
20222,105.36,02-000000003131,Визитные карточки 2 сторонние (100шт/комп.),компл,,,9.0,6716.25,3.0,2238.75,6.0,4477.5
20222,105.36,02-000000002159,"Винт самонарезной ШСГД редкая резьба 4,2*76",упак,1.0,302.25,,,,,1.0,302.25
20222,105.36,02-000000003114,"Вода питьевая ""Королевская вода"", 19л",шт,274.0,59184.0,,,274.0,59184.0,,
20222,105.36,02-000000003161,"Вода питьевая ""Королевская вода"", 19л",шт,,,500.0,108000.0,455.0,98280.0,45.0,9720.0
20222,105.36,02-000000001077,"вода питьевая ""МИЯ"" 0,33 л. 24 бут/упак.",упак,63.0,32069.52,200.0,105600.0,70.0,36642.08,193.0,101027.44
20222,105.36,02-000000002976,"Вытяжная заклёпка комбинированная 3,2х10 алюминий/сталь",шт,3.0,311.04,,,,,3.0,311.04
20222,105.36,02-000000002167,Диспенсер Unibob K-290 для клейкой упаковочной ленты шириной 50 мм,шт,7.0,2004.17,,,,,7.0,2004.17
20222,105.36,02-000000003182,"Дырокол LAMARK 40л., металлический, черный, с линейкой",шт,,,20.0,21565.2,20.0,21565.2,,
20222,105.36,02-000000002149,Дюбель для гипсокартона driva. PA 14*32 нейлон. SORMAT,шт,170.0,2482.0,,,,,170.0,2482.0
20222,105.36,02-000000002147,Дюбель распорный Tchappai 8*40 Tech-Krep 111471,шт,4.0,183.2,,,,,4.0,183.2
20222,105.36,02-000000002146,Дюбель распорный Чапай 6*40,шт,5.0,277.75,,,,,5.0,277.75
20222,105.36,02-000000003227,"Журнал регистрации вводного инструктажа, 32 л., сшивка, пломба, обложка ПВХ",шт,,,10.0,6375.0,10.0,6375.0,,
20222,105.36,02-000000003183,"Зажим для бумаг SPONSOR, 41 мм, 12шт/уп, черный",упак,,,150.0,17856.0,150.0,17856.0,,
20222,105.36,02-000000003184,Зажимы для бумаг 51мм (12шт/уп) черные WORKMATE,упак,,,100.0,19860.0,100.0,19860.0,,
20222,105.36,02-000000002975,"Заклепка вытяжная 4,0х10мм",упак,3.0,388.8,,,,,3.0,388.8
20222,105.36,02-000000002974,Заклепочник Gross 40405,упак,1.0,2561.76,,,,,1.0,2561.76
20222,105.36,02-000000002197,Изготовление знака E02-01 (Направляющая стрелка) 200*200 мм на фотолюменисцентной пленке,шт,6.0,660.0,,,,,6.0,660.0
20222,105.36,02-000000002198,Изготовление знака E22 (Указатель выхода) 300*150 мм фотолюменисцентной пленке,шт,3.0,372.0,,,,,3.0,372.0
20222,105.36,02-000000002195,Изготовление знака F04 (Огнетушитель) 100*100 мм на фотолюминесцентной пленке,шт,14.0,392.0,,,,,14.0,392.0
20222,105.36,02-000000002196,Изготовление знака F10 (Рожарный извещатель) 100*100 мм на фотолюминесцентной пленке,шт,31.0,868.0,,,,,31.0,868.0
20222,105.36,02-000000002200,"Изготовление знака на самоклеющейся пленке, EC01 (Аптечка) 200*200 мм",шт,20.0,560.0,,,,,20.0,560.0
20222,105.36,02-000000002199,"Изготовление знака на самоклеющейся пленке, P01-00 (Запрещается курить), 204*204 мм",шт,100.0,2800.0,,,,,100.0,2800.0
20222,105.36,02-000000002201,"Изготовление знака на самоклеющейся пленке, Р01-02 (Круг желтый) 200 мм",шт,30.0,840.0,,,,,30.0,840.0
20222,105.36,02-000000002585,Изготовление металлической цифры «0»,шт,56.0,6352.08,,,1.0,113.43,55.0,6238.65
20222,105.36,02-000000002579,Изготовление металлической цифры «1»,шт,40.0,4298.4,,,,,40.0,4298.4
20222,105.36,02-000000002580,Изготовление металлической цифры «2»,шт,15.0,1701.45,,,,,15.0,1701.45
20222,105.36,02-000000002581,Изготовление металлической цифры «3»,шт,15.0,1701.45,,,,,15.0,1701.45
20222,105.36,02-000000002582,Изготовление металлической цифры «4»,шт,15.0,1999.95,,,,,15.0,1999.95
20222,105.36,02-000000002583,Изготовление металлической цифры «6»,шт,15.0,1701.45,,,,,15.0,1701.45
20222,105.36,02-000000002584,Изготовление металлической цифры «9»,шт,15.0,1701.45,,,,,15.0,1701.45
20222,105.36,02-000000001378,Изолента,рул,15.0,626.25,,,,,15.0,626.25
20222,105.36,02-000000003163,"Индивидуальные карты доступа""Карта доступа (Бесконтактная идентификатор-смарт-карта с SIO под прямую печать на карт-принтерах)HID iClass.Hid 2000HPGGMN,i CLASS SR 2k/2 (SI+iClass), рабочая частота 13.56 МГц",шт,,,9.0,11880.0,9.0,11880.0,,
20222,105.36,02-000000003146,"Индивидуальные карты доступа ""Карта доступа (Бесконтактный идентификатор-смарт-карта с SIO  под прямую печать на карт-принтерах) HID iClass, артикул Hid 2000HPGGMN,iCLASS SR 2k/2 (SIO+iClass), рабочая частота: 13,56 МГц., формат: H10301/26 бит""",шт,,,28.0,36960.0,28.0,36960.0,,
20222,105.36,02-000000001377,"Кабель ВВГ нгLS3*2,5",шт,220.0,12859.0,,,,,220.0,12859.0
20222,105.36,02-000000001338,Кабель-канал с двойным замком белый 25*16,шт,58.0,2726.0,,,,,58.0,2726.0
20222,105.36,02-000000001366,Кисть малярная плоская ширина 50,шт,16.0,801.6,,,,,16.0,801.6
20222,105.36,02-000000002160,Клей МОМЕНТ Супер Гель,шт,10.0,975.0,,,,,10.0,975.0
20222,105.36,02-000000003186,"Клей силикатный WORKMATE, 110 г, с дозатором",шт,,,50.0,1314.0,50.0,1314.0,,
20222,105.36,02-000000003185,Клей-карандаш ErichKrause 15 г,упак,,,250.0,17580.0,250.0,17580.0,,
20222,105.36,02-000000003208,"Клейкая лента канцелярская 12 мм х 33 м BRAUBERG, комплект 12 шт., прозрачная",упак,,,42.0,10458.0,42.0,10458.0,,
20222,105.36,02-000000001357,Клещи переставные 250мм,шт,2.0,835.0,,,,,2.0,835.0
20222,105.36,02-000000001355,"Ключ разводной 888 6833208 8"", с обрезиненной рукояткой",шт,1.0,250.5,,,,,1.0,250.5
20222,105.36,02-000000001356,"Ключ разводной 888 6833210 10"", с обрезиненной рукояткой",шт,2.0,668.0,,,,,2.0,668.0
20222,105.36,02-000000003226,"Книга учета движения трудовых книжек и вкладышей к ним, 48 л., А4, 210х290 мм, картон, офсет",шт,,,5.0,698.1,5.0,698.1,,
20222,105.36,02-000000001318,"Контейнер для мусора IDEA Эко черный/серый, 50 л, пластик (42х59 см)",шт,7.0,5303.27,,,,,7.0,5303.27
20222,105.36,02-000000003177,"Конференц стол Сенатор 80х110х75 см,ЛДСП,дуб альпийский",шт,,,2.0,26381.7,,,2.0,26381.7
20222,105.36,02-000000002169,"Корзина для мусора 10 л пластик черная, арт.325533",шт,150.0,9741.0,,,,,150.0,9741.0
20222,105.36,02-000000001319,"Корзина офисная 10 л пластик, черная Attache",шт,58.0,3702.72,,,,,58.0,3702.72
20222,105.36,02-000000001087,Короб 650*450*450 картон Т23 бурый 10 шт./уп.,упак,9.0,6492.55,,,9.0,6492.55,,
20222,105.36,02-000000003130,"Короб архивный А4 (240*330 мм), 100 мм, 2 завязки, бумвинил, до 900 листов, бордовый,BRAUBERG",шт,,,300.0,59400.0,300.0,59400.0,,
20222,105.36,02-000000003187,"Короб архивный на кнопке Attache 70 мм пластик, синийКороб архивный на кнопке Attache 70 мм пластик, синий",шт,,,25.0,7132.5,25.0,7132.5,,
20222,105.36,02-000000003129,"Короб архивный, бумвинил, 15 см, 2х/б, завязки, бордовый, до 1400л.",шт,,,600.0,120000.0,600.0,120000.0,,
20222,105.36,02-000000003188,"Корректирующая жидкость STAFF, 20 мл, с кисточкой, на водной основе",упак,,,170.0,6099.6,170.0,6099.6,,
20222,105.36,02-000000003215,"Краска штемпельная ATTACHE красная, 50 г",шт,,,10.0,459.0,10.0,459.0,,
20222,105.36,02-000000003214,Краска штемпельная Attache черная на водной основе 50 г,шт,,,20.0,918.0,20.0,918.0,,
20222,105.36,02-000000003189,"Ластик серо-белый, натуральный каучук, BRAUBERG «Ultra», 41х14х8 мм, 228703",шт,,,750.0,9225.0,750.0,9225.0,,
20222,105.36,02-000000002354,Лезвие Carbide (5шт.) для ножа Stenley 0-11-800,шт,3.0,659.88,,,,,3.0,659.88
20222,105.36,02-000000001346,Лента K-FLEX,шт,6.0,4076.04,,,1.0,679.34,5.0,3396.7
20222,105.36,02-000000001011,"Лента Scotch монтажная двухсторонняя прозрачная 19 мм*1,5м",шт,29.0,18295.05,,,,,29.0,18295.05
20222,105.36,02-000000002161,Лента оградительная красно-белая,шт,12.0,1755.0,,,1.0,146.25,11.0,1608.75
20222,105.36,02-000000001379,Лента-фум,рул,4.0,334.0,,,,,4.0,334.0
20222,105.36,02-000000003190,"Линейка пластиковая 30 см, СТАММ, непрозрачная, черная",,,,250.0,6825.0,250.0,6825.0,,
20222,105.36,02-000000002151,Магнитный браслет с неодимовыми магнитами MasterProf. HS.110038,шт,1.0,682.5,,,,,1.0,682.5
20222,105.36,02-000000003194,"Маркер Выделитель текста CC2118S желтый 1-3,9мм",шт,,,250.0,6195.0,250.0,6195.0,,
20222,105.36,02-000000003193,"Маркер Выделитель текста CC2118S зеленый 1-3,9мм",шт,,,250.0,6195.0,250.0,6195.0,,
20222,105.36,02-000000003191,"Маркер перманентный CROWN двусторонний ""Multi Marker Twin"", черный, скошенный наконечник, 2 мм/1 мм, P-800W",шт,,,50.0,3465.0,50.0,3465.0,,
20222,105.36,02-000000003192,"Маркеры, стираемые для белой доски набор 4 цвета, BRAUBERG ""CLASSIC"", 3 мм, с клипом, 152117",шт,,,150.0,26919.0,150.0,26919.0,,
20222,105.36,02-000000002972,Мастика для опечатывания 100 г,шт,20.0,1209.6,,,20.0,1209.6,,
20222,105.36,02-000000002967,Мини-валик малярный в сборе STAYER MASTER DUALON 03-05812-11,шт,8.0,1382.4,,,2.0,345.6,6.0,1036.8
20222,105.36,02-000000002150,Монтировка АВТОДЕТАЛЬ,шт,1.0,819.95,,,,,1.0,819.95
20222,105.36,02-000000001332,Набор бит KRAFTOOL 25556-H43,компл,1.0,1164.15,,,,,1.0,1164.15
20222,105.36,02-000000001331,"Набор отверток диэлектрических 1000В с пробником, 8 предметов, пластиковый кейс, Энкор 19835",компл,1.0,676.6,,,,,1.0,676.6
20222,105.36,02-000000001384,"Набор силовых отверток с держателем, 6предметов МАСТАК 04-6GRB",к-т,2.0,4137.0,,,,,2.0,4137.0
20222,105.36,02-000000001380,Насадка для шуруповерта Torsion PH2 25мм,шт,16.0,304.64,,,,,16.0,304.64
20222,105.36,02-000000001417,Настенный кондиционер DAIKIN FAA71A/RR71BV Nord-40T (пульт BRC1H519W7),шт,1.0,267641.64,,,,,1.0,267641.64
20222,105.36,02-000000002353,Нож кровельный Stenley 99 RETRACTABLE 2-10-099 с трапециевидным лезвием,шт,1.0,452.08,,,,,1.0,452.08
